country,percent_under_5m,total_pop,total_under_5m,total_10cm,total_20cm,total_30cm,total_40cm,total_50cm,total_60cm,total_70cm,total_80cm,total_90cm,total_100cm,total_110cm,total_120cm,total_130cm,total_140cm,total_150cm,total_160cm,total_170cm,total_180cm,total_190cm,total_200cm
New Caledonia,13.99765205,249750.0,34959.135994874996,699.1827198975,1398.365439795,2097.5481596924997,2796.73087959,3495.9135994874996,4195.096319384999,4894.279039282499,5593.46175918,6292.644479077499,6991.827198974999,7691.0099188725,8390.192638769999,9089.3753586675,9788.558078564998,10487.740798462499,11186.92351836,11886.106238257498,12585.288958154999,13284.471678052498,13983.654397949998
Nigeria,2.667120246,158503197.0,4227470.857744264,84549.41715488529,169098.83430977058,253648.25146465586,338197.66861954116,422747.08577442646,507296.5029293117,591845.920084197,676395.3372390823,760944.7543939676,845494.1715488529,930043.5887037383,1014593.0058586234,1099142.4230135088,1183691.840168394,1268241.2573232793,1352790.6744781646,1437340.0916330498,1521889.5087879351,1606438.9259428205,1690988.3430977059
Nicaragua,0.8545282340000001,5824065.0,49768.27979151211,995.3655958302422,1990.7311916604845,2986.0967874907265,3981.462383320969,4976.827979151211,5972.193574981453,6967.559170811695,7962.924766641938,8958.29036247218,9953.655958302423,10949.021554132665,11944.387149962906,12939.75274579315,13935.11834162339,14930.483937453633,15925.849533283876,16921.215129114116,17916.58072494436,18911.9463207746,19907.311916604845
Netherlands,58.506164788,16615394.0,9721029.793815466,194420.59587630932,388841.19175261864,583261.787628928,777682.3835052373,972102.9793815466,1166523.575257856,1360944.171134165,1555364.7670104746,1749785.3628867837,1944205.9587630932,2138626.554639403,2333047.150515712,2527467.746392021,2721888.34226833,2916308.9381446396,3110729.534020949,3305150.1298972582,3499570.7257735673,3693991.321649877,3888411.9175261864
Norway,3.85093944,4889252.0,188282.1335889888,3765.6426717797763,7531.2853435595525,11296.928015339328,15062.570687119105,18828.21335889888,22593.856030678657,26359.49870245843,30125.14137423821,33890.78404601798,37656.42671779776,41422.06938957754,45187.71206135731,48953.35473313709,52718.99740491686,56484.64007669664,60250.28274847642,64015.925420256186,67781.56809203596,71547.21076381575,75312.85343559552
Nauru,7.613074012999999,10005.0,761.68805500065,15.233761100013,30.467522200026,45.701283300039,60.935044400052,76.168805500065,91.402566600078,106.63632770009099,121.870088800104,137.103849900117,152.33761100013,167.57137210014304,182.805133200156,198.038894300169,213.27265540018197,228.506416500195,243.740177600208,258.97393870022097,274.207699800234,289.441460900247,304.67522200026
New Zealand,4.232579488,4350700.0,184146.83578441598,3682.9367156883195,7365.873431376639,11048.810147064958,14731.746862753278,18414.6835784416,22097.620294129916,25780.557009818232,29463.493725506556,33146.430441194876,36829.3671568832,40512.30387257152,44195.24058825983,47878.177303948156,51561.114019636465,55244.05073532479,58926.98745101311,62609.92416670143,66292.86088238975,69975.79759807808,73658.7343137664
OECD members,4.913700590030441,1242309585.0,61043373.40814973,1220867.4681629946,2441734.936325989,3662602.4044889836,4883469.872651978,6104337.340814973,7325204.808977967,8546072.27714096,9766939.745303957,10987807.21346695,12208674.681629946,13429542.149792941,14650409.617955934,15871277.08611893,17092144.55428192,18313012.02244492,19533879.490607914,20754746.958770905,21975614.4269339,23196481.895096898,24417349.363259893
Oman,5.652352959,3041434.0,171912.58469503204,3438.251693900641,6876.503387801282,10314.755081701922,13753.006775602564,17191.258469503206,20629.510163403844,24067.761857304482,27506.013551205127,30944.265245105766,34382.51693900641,37820.76863290706,41259.02032680769,44697.27202070833,48135.523714608964,51573.77540850961,55012.027102410255,58450.278796310886,61888.53049021153,65326.78218411218,68765.03387801282
Other small states,9.29240071606716,26050942.0,2420757.9209502405,48415.15841900481,96830.31683800962,145245.47525701442,193660.63367601924,242075.79209502405,290490.95051402884,338906.10893303365,387321.26735203847,435736.4257710433,484151.5841900481,532566.7426090529,580981.9010280577,629397.0594470626,677812.2178660673,726227.3762850721,774642.5347040769,823057.6931230817,871472.8515420866,919888.0099610913,968303.1683800962
Pakistan,1.0648882929999999,179424641.0,1910671.996766278,38213.439935325565,76426.87987065113,114640.31980597667,152853.75974130226,191067.19967662782,229280.63961195335,267494.0795472789,305707.5194826045,343920.95941793005,382134.39935325563,420347.8392885812,458561.2792239067,496774.71915923234,534988.1590945577,573201.5990298834,611415.038965209,649628.4789005345,687841.9188358601,726055.3587711856,764268.7987065113
Panama,3.009577053,3642687.0,109629.4720646141,2192.589441292282,4385.178882584564,6577.768323876846,8770.357765169128,10962.947206461411,13155.536647753692,15348.126089045973,17540.715530338257,19733.30497163054,21925.894412922822,24118.48385421511,26311.073295507384,28503.66273679967,30696.252178091945,32888.84161938423,35081.431060676514,37274.02050196879,39466.60994326108,41659.19938455336,43851.788825845644
Peru,0.915312205,29027674.0,265693.8429496117,5313.876858992235,10627.75371798447,15941.630576976702,21255.50743596894,26569.38429496117,31883.261153953405,37197.13801294564,42511.01487193788,47824.89173093011,53138.76858992234,58452.64544891458,63766.52230790681,69080.39916689905,74394.27602589127,79708.15288488352,85022.02974387576,90335.90660286798,95649.78346186022,100963.66032085245,106277.53717984469
Philippines,5.651287935,93966780.0,5310333.301047993,106206.66602095986,212413.33204191973,318619.99806287955,424826.66408383945,531033.3301047994,637239.9961257591,743446.6621467189,849653.3281676789,955859.9941886386,1062066.6602095987,1168273.3262305586,1274479.9922515182,1380686.6582724783,1486893.3242934379,1593099.9903143977,1699306.6563353578,1805513.3223563174,1911719.9883772773,2017926.6543982374,2124133.3204191974
Palau,3.4539163260000003,17955.0,620.1506763333001,12.403013526666003,24.806027053332006,37.209040579998,49.61205410666401,62.01506763333001,74.418081159996,86.82109468666201,99.22410821332802,111.62712173999401,124.03013526666003,136.43314879332604,148.836162319992,161.23917584665804,173.64218937332402,186.04520289999002,198.44821642665605,210.85122995332202,223.25424347998802,235.65725700665405,248.06027053332005
Papua New Guinea,0.48748760799999996,7310507.0,35637.81570697256,712.7563141394511,1425.5126282789022,2138.268942418353,2851.0252565578044,3563.781570697256,4276.537884836706,4989.2941989761575,5702.050513115609,6414.80682725506,7127.563141394512,7840.319455533963,8553.075769673413,9265.832083812866,9978.588397952315,10691.344712091766,11404.101026231217,12116.857340370669,12829.61365451012,13542.369968649571,14255.126282789024
Poland,1.747105451,38042794.0,664647.727686701,13292.95455373402,26585.90910746804,39878.86366120206,53171.81821493608,66464.7727686701,79757.72732240411,93050.68187613813,106343.63642987216,119636.59098360618,132929.5455373402,146222.50009107424,159515.45464480823,172808.40919854227,186101.36375227626,199394.3183060103,212687.27285974432,225980.2274134783,239273.18196721235,252566.13652094637,265859.0910746804
Pre-demographic dividend,2.50151021962799,731868772.0,18307772.125845876,366155.44251691754,732310.8850338351,1098466.3275507526,1464621.7700676701,1830777.2125845877,2196932.655101505,2563088.0976184225,2929243.5401353403,3295398.9826522577,3661554.4251691755,4027709.8676860933,4393865.31020301,4760020.752719928,5126176.195236845,5492331.637753762,5858487.080270681,6224642.522787597,6590797.965304515,6956953.407821433,7323108.850338351
Puerto Rico,8.912764476,3721525.0,331690.758165459,6633.815163309179,13267.630326618359,19901.445489927537,26535.260653236717,33169.0758165459,39802.890979855074,46436.70614316425,53070.521306473434,59704.33646978261,66338.1516330918,72971.96679640099,79605.78195971015,86239.59712301934,92873.4122863285,99507.22744963769,106141.04261294687,112774.85777625605,119408.67293956522,126042.48810287441,132676.3032661836
"Korea, Dem. People’s Rep.",5.1315318880000005,24548836.0,1259731.3474728237,25194.626949456473,50389.253898912946,75583.88084836942,100778.50779782589,125973.13474728237,151167.76169673883,176362.3886461953,201557.01559565178,226751.64254510825,251946.26949456474,277140.89644402126,302335.52339347766,327530.1503429342,352724.7772923906,377919.4042418471,403114.03119130357,428308.65814076003,453503.2850902165,478697.912039673,503892.5389891295
Portugal,3.6259579360000003,10573100.0,383376.15853121603,7667.523170624321,15335.046341248642,23002.56951187296,30670.092682497285,38337.615853121606,46005.13902374592,53672.66219437024,61340.18536499457,69007.70853561888,76675.23170624321,84342.75487686753,92010.27804749184,99677.80121811618,107345.32438874048,115012.8475593648,122680.37072998914,130347.89390061345,138015.41707123775,145682.9402418621,153350.46341248642
West Bank and Gaza,0.5538554370000001,3786161.0,20969.858552073572,419.39717104147144,838.7943420829429,1258.1915131244143,1677.5886841658858,2096.9858552073574,2516.3830262488286,2935.7801972903,3355.1773683317715,3774.5745393732427,4193.971710414715,4613.3688814561865,5032.766052497657,5452.163223539129,5871.5603945806,6290.957565622071,6710.354736663543,7129.751907705014,7549.149078746485,7968.546249787958,8387.94342082943
Pacific island small states,5.7289956796841,2214519.0,126869.69783578355,2537.393956715671,5074.787913431342,7612.181870147013,10149.575826862683,12686.969783578355,15224.363740294026,17761.757697009696,20299.151653725366,22836.545610441037,25373.93956715671,27911.333523872385,30448.72748058805,32986.12143730372,35523.51539401939,38060.90935073506,40598.30330745073,43135.6972641664,45673.091220882074,48210.48517759775,50747.87913431342
Post-demographic dividend,5.504086313107241,1074869481.0,59161743.98748783,1183234.8797497565,2366469.759499513,3549704.63924927,4732939.518999026,5916174.398748783,7099409.27849854,8282644.158248295,9465879.037998052,10649113.917747809,11832348.797497567,13015583.677247325,14198818.55699708,15382053.436746836,16565288.31649659,17748523.19624635,18931758.075996105,20114992.95574586,21298227.835495617,22481462.715245377,23664697.594995134
French Polynesia,4.969231945,266455.0,13240.76697904975,264.815339580995,529.63067916199,794.446018742985,1059.26135832398,1324.076697904975,1588.89203748597,1853.7073770669647,2118.52271664796,2383.338056228955,2648.15339580995,2912.9687353909453,3177.78407497194,3442.599414552935,3707.4147541339294,3972.230093714925,4237.04543329592,4501.860772876915,4766.67611245791,5031.491452038905,5296.3067916199
Qatar,12.829071302000001,1856327.0,238149.51442827756,4762.990288565551,9525.980577131102,14288.970865696652,19051.961154262204,23814.951442827758,28577.941731393305,33340.932019958855,38103.92230852441,42866.91259708996,47629.902885655516,52392.89317422107,57155.88346278661,61918.87375135217,66681.86403991771,71444.85432848327,76207.84461704882,80970.83490561436,85733.82519417992,90496.81548274547,95259.80577131103
Romania,1.9514999309999999,20246871.0,395117.673594659,7902.3534718931805,15804.706943786361,23707.06041567954,31609.413887572722,39511.767359465906,47414.12083135908,55316.47430325226,63218.827775145444,71121.18124703862,79023.53471893181,86925.88819082499,94828.24166271817,102730.59513461134,110632.94860650452,118535.3020783977,126437.65555029089,134340.00902218407,142242.36249407724,150144.71596597042,158047.06943786363
Russian Federation,1.20662879,142849449.0,1723662.5779903668,34473.25155980734,68946.50311961467,103419.75467942201,137893.00623922935,172366.25779903668,206839.50935884402,241312.76091865133,275786.0124784587,310259.26403826603,344732.51559807337,379205.76715788076,413679.01871768804,448152.2702774954,482625.52183730266,517098.77339711005,551572.0249569174,586045.2765167247,620518.5280765321,654991.7796363394,689465.0311961467
South Asia,3.08121181210616,1638792934.0,50494681.458369106,1009893.6291673821,2019787.2583347643,3029680.8875021464,4039574.5166695286,5049468.145836911,6059361.775004293,7069255.4041716745,8079149.033339057,9089042.662506439,10098936.291673822,11108829.920841204,12118723.550008586,13128617.179175967,14138510.808343349,15148404.43751073,16158298.066678114,17168191.695845496,18178085.325012878,19187978.95418026,20197872.583347645
Saudi Arabia,5.199340855,27421461.0,1425735.2248108916,28514.704496217833,57029.40899243567,85544.11348865349,114058.81798487133,142573.52248108917,171088.22697730697,199602.9314735248,228117.63596974267,256632.34046596047,285147.04496217833,313661.74945839617,342176.45395461394,370691.15845083183,399205.8629470496,427720.56744326744,456235.27193948533,484749.9764357031,513264.68093192094,541779.3854281388,570294.0899243567
Sudan,0.303605574,34545013.0,104880.58500702461,2097.6117001404923,4195.223400280985,6292.835100421476,8390.44680056197,10488.058500702462,12585.670200842953,14683.281900983444,16780.89360112394,18878.505301264428,20976.117001404924,23073.728701545417,25171.340401685906,27268.9521018264,29366.563801966888,31464.17550210738,33561.78720224788,35659.39890238836,37757.010602528855,39854.622302669355,41952.23400280985
Senegal,10.057576524,12678148.0,1275114.4369259756,25502.288738519514,51004.57747703903,76506.86621555853,102009.15495407805,127511.44369259756,153013.73243111707,178516.02116963657,204018.3099081561,229520.59864667561,255022.88738519512,280525.17612371466,306027.46486223413,331529.75360075367,357032.04233927315,382534.3310777927,408036.6198163122,433538.9085548317,459041.19729335123,484543.4860318707,510045.77477039024
Singapore,10.332070593,5076732.0,524531.5340574207,10490.630681148414,20981.261362296827,31471.89204344524,41962.522724593655,52453.15340574207,62943.78408689048,73434.41476803889,83925.04544918731,94415.67613033572,104906.30681148414,115396.93749263257,125887.56817378096,136378.1988549294,146868.82953607777,157359.4602172262,167850.09089837462,178340.721579523,188831.35226067144,199321.98294181985,209812.6136229683
Solomon Islands,2.8567973280000003,527861.0,15079.918943554081,301.59837887108165,603.1967577421633,904.7951366132448,1206.3935154843266,1507.9918943554082,1809.5902732264897,2111.1886520975713,2412.787030968653,2714.3854098397346,3015.9837887108165,3317.5821675818984,3619.1805464529793,3920.778925324061,4222.377304195143,4523.9756830662245,4825.574061937306,5127.172440808387,5428.770819679469,5730.369198550551,6031.967577421633
Sierra Leone,3.787063953,6415634.0,242964.162570412,4859.28325140824,9718.56650281648,14577.84975422472,19437.13300563296,24296.4162570412,29155.69950844944,34014.98275985768,38874.26601126592,43733.54926267416,48592.8325140824,53452.11576549065,58311.39901689888,63170.68226830712,68029.96551971536,72889.2487711236,77748.53202253184,82607.81527394007,87467.09852534832,92326.38177675656,97185.6650281648
El Salvador,0.49698759299999995,6183875.0,30733.091516628745,614.6618303325749,1229.3236606651499,1843.9854909977246,2458.6473213302997,3073.3091516628747,3687.970981995449,4302.632812328024,4917.2946426605995,5531.9564729931735,6146.618303325749,6761.280133658325,7375.941963990898,7990.603794323474,8605.265624656047,9219.927454988623,9834.589285321199,10449.251115653773,11063.912945986347,11678.574776318923,12293.236606651499
San Marino,0.0,31229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Somalia,2.5002988999999998,12043883.0,301133.07416628697,6022.66148332574,12045.32296665148,18067.98444997722,24090.64593330296,30113.307416628697,36135.96889995444,42158.63038328017,48181.29186660592,54203.95334993165,60226.614833257394,66249.27631658314,72271.93779990888,78294.59928323461,84317.26076656034,90339.92224988609,96362.58373321184,102385.24521653756,108407.9066998633,114430.56818318905,120453.22966651479
Sub-Saharan Africa (excluding high income),1.90613072820926,868935336.0,16563043.447764382,331260.8689552876,662521.7379105752,993782.6068658629,1325043.4758211505,1656304.3447764383,1987565.2137317257,2318826.0826870133,2650086.951642301,2981347.8205975886,3312608.6895528766,3643869.5585081642,3975130.4274634514,4306391.2964187395,4637652.165374027,4968913.034329315,5300173.903284602,5631434.772239889,5962695.641195177,6293956.510150465,6625217.379105753
Sub-Saharan Africa,1.90794303846066,869025106.0,16580504.012402369,331610.08024804736,663220.1604960947,994830.2407441421,1326440.3209921895,1658050.401240237,1989660.4814882842,2321270.5617363313,2652880.641984379,2984490.722232426,3316100.802480474,3647710.8827285217,3979320.9629765684,4310931.043224616,4642541.123472663,4974151.20372071,5305761.283968758,5637371.3642168045,5968981.444464852,6300591.524712901,6632201.604960948
Small states,9.56598249859809,35238667.0,3370924.717959261,67418.49435918522,134836.98871837044,202255.48307755566,269673.9774367409,337092.4717959261,404510.9661551113,471929.4605142965,539347.9548734818,606766.449232667,674184.9435918522,741603.4379510375,809021.9323102226,876440.4266694079,943858.921028593,1011277.4153877783,1078695.9097469635,1146114.4041061488,1213532.898465334,1280951.3928245192,1348369.8871837044
Sao Tome and Principe,1.3208594470000001,180371.0,2382.4473931483703,47.64894786296741,95.29789572593482,142.94684358890223,190.59579145186964,238.24473931483703,285.89368717780445,333.5426350407718,381.1915829037393,428.84053076670665,476.48947862967407,524.1384264926415,571.7873743556089,619.4363222185763,667.0852700815436,714.7342179445111,762.3831658074786,810.0321136704458,857.6810615334133,905.3300093963808,952.9789572593481
Suriname,56.188497571999996,529131.0,297310.7590876993,5946.215181753986,11892.430363507972,17838.645545261956,23784.860727015945,29731.07590876993,35677.29109052391,41623.5062722779,47569.72145403189,53515.93663578587,59462.15181753986,65408.36699929385,71354.58218104782,77300.79736280182,83247.0125445558,89193.22772630978,95139.44290806378,101085.65808981775,107031.87327157173,112978.08845332573,118924.30363507972
Slovenia,0.756482579,2048583.0,15497.17351135557,309.9434702271114,619.8869404542228,929.8304106813341,1239.7738809084456,1549.717351135557,1859.6608213626682,2169.6042915897797,2479.547761816891,2789.4912320440026,3099.434702271114,3409.378172498226,3719.3216427253365,4029.2651129524484,4339.208583179559,4649.15205340667,4959.095523633782,5269.038993860893,5578.982464088005,5888.925934315116,6198.869404542228
Sweden,3.7369618389999997,9378126.0,350456.98983333714,7009.139796666743,14018.279593333486,21027.41939000023,28036.55918666697,35045.698983333714,42054.83878000046,49063.97857666719,56073.11837333394,63082.258170000685,70091.39796666743,77100.53776333419,84109.67756000091,91118.81735666766,98127.95715333438,105137.09695000114,112146.23674666788,119155.37654333461,126164.51634000137,133173.6561366681,140182.79593333486
Eswatini,0.0,1064837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seychelles,16.637164547,89770.0,14935.182613841902,298.70365227683806,597.4073045536761,896.110956830514,1194.8146091073522,1493.5182613841903,1792.221913661028,2090.925565937866,2389.6292182147045,2688.332870491542,2987.0365227683806,3285.740175045219,3584.443827322056,3883.1474795988947,4181.851131875732,4480.55478415257,4779.258436429409,5077.9620887062465,5376.665740983084,5675.369393259923,5974.073045536761
Syrian Arab Republic,0.132135055,21362529.0,28227.38944354095,564.547788870819,1129.095577741638,1693.643366612457,2258.191155483276,2822.738944354095,3387.286733224914,3951.8345220957326,4516.382310966552,5080.930099837371,5645.47788870819,6210.025677579009,6774.573466449828,7339.121255320647,7903.669044191465,8468.216833062284,9032.764621933104,9597.312410803921,10161.860199674742,10726.407988545561,11290.95577741638
Turks and Caicos Islands,48.35395845,32660.0,15792.40282977,315.8480565954,631.6961131908,947.5441697862,1263.3922263816,1579.240282977,1895.0883395724,2210.9363961678,2526.7844527632,2842.6325093586,3158.480565954,3474.3286225494007,3790.1766791448,4106.0247357402,4421.8727923356,4737.720848931,5053.5689055264,5369.4169621218,5685.2650187172,6001.1130753126,6316.961131908
East Asia & Pacific (IDA & IBRD countries),8.173405750467731,1941377349.0,158676647.881444,3173532.95762888,6347065.91525776,9520598.872886641,12694131.83051552,15867664.788144402,19041197.745773282,22214730.703402158,25388263.66103104,28561796.61865992,31735329.576288804,34908862.53391769,38082395.491546564,41255928.44917544,44429461.406804316,47602994.3644332,50776527.32206208,53950060.27969096,57123593.23731984,60297126.194948725,63470659.15257761
Europe & Central Asia (IDA & IBRD countries),1.5001344799751002,441121359.0,6617413.604893745,132348.2720978749,264696.5441957498,397044.8162936247,529393.0883914996,661741.3604893745,794089.6325872494,926437.9046851242,1058786.1767829992,1191134.448880874,1323482.720978749,1455830.993076624,1588179.2651744988,1720527.5372723737,1852875.8093702483,1985224.0814681235,2117572.3535659984,2249920.6256638733,2382268.897761748,2514617.169859623,2646965.441957498
Togo,3.6100011260000002,6421679.0,231822.68420810555,4636.453684162111,9272.907368324222,13909.361052486332,18545.814736648445,23182.268420810557,27818.722104972665,32455.175789134773,37091.62947329689,41728.083157459,46364.53684162111,51000.99052578323,55637.44420994533,60273.897894107446,64910.35157826955,69546.80526243166,74183.25894659378,78819.71263075588,83456.166314918,88092.61999908011,92729.07368324223
Thailand,10.341856384,67195028.0,6949213.292948587,138984.26585897175,277968.5317179435,416952.7975769152,555937.063435887,694921.3292948587,833905.5951538304,972889.8610128021,1111874.126871774,1250858.3927307455,1389842.6585897175,1528826.9244486892,1667811.1903076607,1806795.4561666327,1945779.7220256042,2084763.987884576,2223748.253743548,2362732.5196025195,2501716.785461491,2640701.051320463,2779685.317179435
Latin America & the Caribbean (IDA & IBRD countries),2.13443703360931,574171371.0,12255326.379006308,245106.52758012616,490213.0551602523,735319.5827403784,980426.1103205046,1225532.6379006307,1470639.165480757,1715745.6930608829,1960852.2206410093,2205958.748221135,2451065.2758012614,2696171.803381388,2941278.330961514,3186384.85854164,3431491.3861217657,3676597.9137018924,3921704.4412820186,4166810.9688621443,4411917.49644227,4657024.024022397,4902130.551602523
Timor-Leste,0.9350375,1093523.0,10224.850121124999,204.49700242249997,408.99400484499995,613.4910072674999,817.9880096899999,1022.4850121124999,1226.9820145349997,1431.4790169574997,1635.9760193799998,1840.4730218024997,2044.9700242249999,2249.4670266475,2453.9640290699995,2658.4610314925,2862.9580339149993,3067.4550363374997,3271.9520387599996,3476.449041182499,3680.9460436049994,3885.4430460274993,4089.9400484499997
Middle East & North Africa (IDA & IBRD countries),7.04924769389786,328991663.0,23191437.21714372,463828.7443428744,927657.4886857488,1391486.233028623,1855314.9773714975,2319143.721714372,2782972.466057246,3246801.2104001204,3710629.954742995,4174458.699085869,4638287.443428744,5102116.187771618,5565944.932114492,6029773.676457367,6493602.420800241,6957431.165143115,7421259.90948599,7885088.653828863,8348917.398171738,8812746.142514613,9276574.886857487
Tonga,7.5288641389999995,103986.0,7828.964663580539,156.5792932716108,313.1585865432216,469.73787981483235,626.3171730864432,782.896466358054,939.4757596296647,1096.0550529012753,1252.6343461728864,1409.213639444497,1565.792932716108,1722.3722259877188,1878.9515192593294,2035.5308125309402,2192.1101058025506,2348.689399074162,2505.2686923457727,2661.847985617383,2818.427278888994,2975.006572160605,3131.585865432216
South Asia (IDA & IBRD),3.08121181210616,1638792934.0,50494681.458369106,1009893.6291673821,2019787.2583347643,3029680.8875021464,4039574.5166695286,5049468.145836911,6059361.775004293,7069255.4041716745,8079149.033339057,9089042.662506439,10098936.291673822,11108829.920841204,12118723.550008586,13128617.179175967,14138510.808343349,15148404.43751073,16158298.066678114,17168191.695845496,18178085.325012878,19187978.95418026,20197872.583347645
Sub-Saharan Africa (IDA & IBRD countries),1.90794303846066,869025106.0,16580504.012402369,331610.08024804736,663220.1604960947,994830.2407441421,1326440.3209921895,1658050.401240237,1989660.4814882842,2321270.5617363313,2652880.641984379,2984490.722232426,3316100.802480474,3647710.8827285217,3979320.9629765684,4310931.043224616,4642541.123472663,4974151.20372071,5305761.283968758,5637371.3642168045,5968981.444464852,6300591.524712901,6632201.604960948
Trinidad and Tobago,2.9072162610000003,1328147.0,38612.105553983674,772.2421110796735,1544.484222159347,2316.7263332390203,3088.968444318694,3861.2105553983674,4633.452666478041,5405.694777557714,6177.936888637388,6950.178999717061,7722.421110796735,8494.66322187641,9266.905332956081,10039.147444035756,10811.389555115427,11583.631666195102,12355.873777274775,13128.115888354449,13900.357999434122,14672.600110513797,15444.84222159347
Tunisia,8.515590236,10635244.0,905653.7996387758,18113.075992775517,36226.151985551034,54339.22797832654,72452.30397110207,90565.37996387758,108678.45595665308,126791.5319494286,144904.60794220414,163017.68393497964,181130.75992775516,199243.8359205307,217356.91191330616,235469.98790608172,253583.0638988572,271696.1398916327,289809.2158844083,307922.2918771837,326035.3678699593,344148.44386273477,362261.5198555103
Turkey,1.7558726919999998,72326988.0,1269969.831238117,25399.396624762343,50798.793249524686,76198.18987428703,101597.58649904937,126996.98312381172,152396.37974857405,177795.77637333638,203195.17299809874,228594.56962286108,253993.96624762344,279393.36287238577,304792.7594971481,330192.15612191043,355591.55274667277,380990.9493714351,406390.3459961975,431789.74262095976,457189.13924572215,482588.5358704845,507987.9324952469
Tuvalu,47.46696097,10530.0,4998.270990141001,99.96541980282002,199.93083960564005,299.89625940846,399.8616792112801,499.8270990141001,599.79251881692,699.75793861974,799.7233584225602,899.6887782253801,999.6541980282002,1099.6196178310204,1199.58503763384,1299.5504574366603,1399.51587723948,1499.4812970423002,1599.4467168451204,1699.41213664794,1799.3775564507603,1899.3429762535802,1999.3083960564004
Tanzania,0.71018394,44346525.0,314941.898498085,6298.8379699617,12597.6759399234,18896.5139098851,25195.3518798468,31494.1898498085,37793.0278197702,44091.86578973189,50390.7037596936,56689.54172965529,62988.379699617,69287.2176695787,75586.0556395404,81884.89360950209,88183.73157946378,94482.56954942549,100781.4075193872,107080.24548934888,113379.08345931058,119677.92142927229,125976.759399234
Ukraine,1.800944464,45870700.0,826105.832248048,16522.116644960963,33044.233289921925,49566.34993488288,66088.46657984385,82610.58322480481,99132.69986976575,115654.81651472671,132176.9331596877,148699.04980464865,165221.16644960962,181743.2830945706,198265.3997395315,214787.5163844925,231309.63302945343,247831.7496744144,264353.8663193754,280875.9829643363,297398.0996092973,313920.21625425824,330442.33289921924
Upper middle income,4.735925769828009,2499410493.0,118370225.6317723,2367404.512635446,4734809.025270892,7102213.5379063375,9469618.050541785,11837022.56317723,14204427.075812675,16571831.58844812,18939236.10108357,21306640.613719013,23674045.12635446,26041449.638989907,28408854.15162535,30776258.664260797,33143663.17689624,35511067.689531684,37878472.20216714,40245876.71480258,42613281.227438025,44980685.74007347,47348090.25270892
Uruguay,4.1140187930000005,3359275.0,138201.20480855077,2764.0240961710156,5528.048192342031,8292.072288513045,11056.096384684062,13820.120480855077,16584.14457702609,19348.168673197106,22112.192769368125,24876.216865539136,27640.240961710155,30404.265057881174,33168.28915405218,35932.313250223204,38696.33734639421,41460.36144256523,44224.38553873625,46988.40963490726,49752.43373107827,52516.457827249294,55280.48192342031
United States,2.512555129,309326085.0,7771988.414002399,155439.76828004798,310879.53656009596,466319.30484014394,621759.0731201919,777198.84140024,932638.6096802879,1088078.3779603357,1243518.1462403839,1398957.9145204318,1554397.68280048,1709837.451080528,1865277.2193605758,2020716.9876406237,2176156.7559206714,2331596.52420072,2487036.2924807677,2642476.0607608156,2797915.8290408636,2953355.5973209115,3108795.36560096
St. Vincent and the Grenadines,3.710258969,108255.0,4016.54084689095,80.330816937819,160.661633875638,240.992450813457,321.323267751276,401.65408468909504,481.984901626914,562.315718564733,642.646535502552,722.977352440371,803.3081693781901,883.6389863160091,963.969803253828,1044.300620191647,1124.631437129466,1204.962254067285,1285.293071005104,1365.623887942923,1445.954704880742,1526.285521818561,1606.6163387563802
"Venezuela, RB",2.4961074780000003,28439940.0,709891.4690787132,14197.829381574265,28395.65876314853,42593.48814472279,56791.31752629706,70989.14690787133,85186.97628944558,99384.80567101984,113582.63505259412,127780.46443416837,141978.29381574265,156176.12319731692,170373.95257889116,184571.78196046545,198769.6113420397,212967.44072361395,227165.27010518825,241363.09948676248,255560.92886833675,269758.758249911,283956.5876314853
British Virgin Islands,12.011593162,27794.0,3338.50220344628,66.7700440689256,133.5400881378512,200.31013220677679,267.0801762757024,333.85022034462804,400.62026441355357,467.39030848247916,534.1603525514048,600.9303966203304,667.7004406892561,734.4704847581817,801.2405288271071,868.0105728960328,934.7806169649583,1001.5506610338839,1068.3207051028096,1135.090749171735,1201.8607932406608,1268.6308373095865,1335.4008813785122
Virgin Islands (U.S.),5.4448446310000005,108358.0,5899.924745258981,117.99849490517961,235.99698981035922,353.99548471553885,471.99397962071845,589.992474525898,707.9909694310777,825.9894643362572,943.9879592414369,1061.9864541466166,1179.984949051796,1297.9834439569759,1415.9819388621554,1533.980433767335,1651.9789286725145,1769.9774235776943,1887.9759184828738,2005.9744133880533,2123.972908293233,2241.9714031984126,2359.969898103592
Vietnam,36.971831991,87967651.0,32523252.134149235,650465.0426829847,1300930.0853659695,1951395.128048954,2601860.170731939,3252325.2134149238,3902790.256097908,4553255.298780892,5203720.341463878,5854185.384146862,6504650.4268298475,7155115.469512832,7805580.512195816,8456045.554878801,9106510.597561784,9756975.64024477,10407440.682927756,11057905.725610739,11708370.768293723,12358835.81097671,13009300.853659695
